Link,Title,Valid
https://www.facebook.com/DailyProthomAlo/posts/2992515910781475?__xts__%5B0%5D=68.ARC4ee7KraNNSHX-7_5xH1lM2hf7Qiop1bf-230N1QPVQnPCW_oHsmsD0LEjRpyho7CrIeyu_G-tiqZz_xx8Yek85JvKgq2WE3N2b_cb5AK5s7qIe-Y9Egeunx9rkzAtUVESEQEHflthrIRYyFjFKZ6aFuYtBsDofcdfzJw7Dcp5NizD5Rjm7rGf7qEVQEHBAYIk1_Qn7j_zUSKqqK12CcwIQo0zninp2Z7OOX4y2cDNR3AMUFkkkkNsZoQJkTcNIpWOpREclUbKffdA0_5Jbau-4R6hh6ccSXttGwhyIrgL0T8tDB39v8riahHj1uTWkqaBtcydGTYc82-UmXSl_lG3fA&__tn__=-R,????? ????? ???? ??? ???? ?? ????? ????,Discusses
https://www.facebook.com/DailyProthomAlo/posts/2992491420783924?__xts__%5B0%5D=68.ARCnHGtxKSrEQx2n1YCWO6qFHNWTp8TVUHM6d1eTSUY6AR2bJmH4ryxpknMTK2ArDQ-8qpUUT4iHfebPrMLIaGnh6FXxbWad2ZAdu2wBBlCGJv5XP9de30p4i1uoGziqVXkpUE1y5rTGQ0HTt_TGlNZ7VjEX_SUrlI_jEeXTOvPCJJnNOg-LquRME8Y12kUXBS_ajw3auHqURGDUMX73Mv_25lIpUVFicKwLN1ZCrfIQhRbKGeacla5F8R6NTlCDeoxzWXm0zMXcEP5uQSNSeaICjz-atj15gxjJIfUzuZIViayJu_XH6LYVeW4jWSqB0w7WXamFXSsvrVx_naLNIHwOdw&__tn__=-R,"
?????? ???????? ???? ???????? ??? ??????",agree
https://www.facebook.com/DailyProthomAlo/posts/2992356110797455?__xts__%5B0%5D=68.ARAPjb6P-wOjZmT77E4V4Hkuu5BrDoN4htSN3Mlg53GM286ZxJgA7Jm7IlGObOREUYYL6loS65tctcvbSWku4v6zm6-JYtvY7P-6HL0DS-Qmv6dVmkrzR8ujxN1NN4ymhShmV6Hxp1xd0HZEAqjP5v-e9Ts1B8AMdfYpSinDwyJ3BKJj4cLirM1v1E7pAToM0DsWDMJYdNEuQHpxY5eQqtOByQzdSvtcYDgSoedoS1s5SquudSHwFO5inyq_XxoRBKsfl5iGlyHz-ipHZNgKuKI-cZ6mmRhm08eH2LrCjVeanMGn-lCILCysd04eG4vfEW37bPYfuFLyFgcuchYkCVx4eQ&__tn__=-R,"
???? ?????? ???, ???? ‘??’",agree
https://www.facebook.com/DailyProthomAlo/posts/2992326580800408?__xts__%5B0%5D=68.ARAvBDug_q4D51E4rBxH8euiUZJIYnUNk1WjSr-i_vj02GdAOlm-jV-y730pxeR8y1b9JiHeiTjB4vDrS_yXJW-0ulG6e4ECWYdnZHzRhhTQUextl5bEY30-2FQPArB46dz7cqqxz98mmGyDDkbPJUYWR3bWLlLwry5v1xoYel5BvdB0N2SwIXhrYtArZJ56fAxzQwIqHe6CA1AcehNh09XqYMW3mFvt2cSz8BjIF3SPooI6x2-6D72iLGoM2XZomlOP1daotpZCP3qzhFqc9pQd_yH-hVgp19QJCZ9a81-K-fPxcwRaiSx_WA_RCPcnPTkQ8oa_wH5eExixMTjSc5gr0A&__tn__=-R,"
??????????? ?????? ????????????? ????????? ??????–??????????",agree
https://www.facebook.com/DailyProthomAlo/posts/2992302657469467?__xts__%5B0%5D=68.ARBBg5NwPIN_lKkdNCgRuJlTKfmzQ11DGx8xEm3YEb7GOhsImONYH8OhrYO87GEpo04c1zv0MFRQu6pv-c2wszTV0ulzZ4g6oMLixCLwJ9oScb-5OJ8iM0e3aIjZFwfKpXjSvotPI73qWaHblGrHg1lr-rAn520v7qpNXwc_2p_5JE4c_AGSWsGOuQuYg41fa-wRwIDRWi4YqZFunbfJWYlGlvWQ_UnHwYhmfNU89aBdNRdc5r5fcrqW7TyOGVAwxBjUt5LZfNu8hmUKSKAX3krLQ7kTPvweZYC3f_P1G0sw-_zDibPJJDVtUc7TYDWBUK3zSi_dN-T3IKK_EgLmHR1zPg&__tn__=-R,"
????? ????????? ??? ?????? ????? ??? ???",agree
https://www.facebook.com/DailyProthomAlo/posts/2992282647471468?__xts__%5B0%5D=68.ARBiLg8w-UNcIBkNUaSdbiJMTlRVX2R9D4yumyCi1CDJMXzClwcR1zLNmgWokL7XF_66F2KZ2RPjHuc8Qxat5o2cS35hOSlV7qV2GDBSPcHuqhs884y8W9Aaoqb2kol3mzKjH4zvkIs8hB_Xu0MbQcXWewKa-yhpweXTv6UcPmc2mwrsToKdo4totHvFrW-pzpuo8MQta4bn0FMDviV6zxPd3zqVVqYgEmY4jUp1_YIYn0-A8TvmpMcmbiRc1BIBYz9gqAKLJ99Vxy2LA2D59E9ghs03JO_WD9bxtgM9byzGZUVXokeHwxREzyyWMAbVUF4hg0u5FpPWcJ3e39TmkKQYIw&__tn__=-R,"
?????? ???",Discusses
https://www.facebook.com/DailyProthomAlo/posts/2992257764140623?__xts__%5B0%5D=68.ARD5ThddfDefiEEa8Nw-8RuSWi4E2dAaB-6Kh0U95Hc69AeSgoFrk9uxr2Qv8ip65LH4NZzoLwYzfT1dfD5NGltF3fy2yK92o6Zdpk8LHIQs5fe3C3ZIKqlRUKMW4OluwdDZ9iIzdJU_S3RUpTuZhaoADT1Kod8a-cfC8H_ex9E1bbPOGvx8yfK3vn1t9oU_YY1gNGZtBUnxr1hjLQw7L63urDX80kIUeIzQkN05bL_1MTVrgnW3ZGRPZ9KSQ5rUkko3LTmbA_H3fxVscFqh4mszk9s182Q4XQb5FWghnHz0KEyG3B6WWnDHrWtDNOTk5tyIaMEsxeSk2YIAID1g_mcjQA&__tn__=-R,"
???? ??? ??????? ?????? ??",Unrelated
https://www.facebook.com/DailyProthomAlo/posts/2992227700810296?__xts__%5B0%5D=68.ARAwXRbAL-oct9FbjUhrmEff3Ghlhdk77VAQV15en7JMJ-YC89JJ-pAD1QgQnULebv52lEv6HfqQyKRHbqrQFjE-sQhDZF824Y6AvTjTRP-EJ5ETrDxk6eDrlbYYR2-buvHjnVm9Bte3k_t-6oGe2scjkvIgDgzZRS-d3pRwfZdXFKEoZUgIM0VrrlRjEsMUW7kKdm38Ecm5EHaNmdbEj83Cli4t63gIYCafBhAG-uIZVglfn2TyitB8poDDb4SrtEePWKS4udQTIU9Fsk1cw1bUU_qRxsz0LAH8CF6HxpDVICnyO8HCdRmnB4G4ou7HvdDDzs32cJ8hLJXoaPNdt-aGFA&__tn__=-R,??? ???? ?? ?????? ??,agree
https://www.facebook.com/DailyProthomAlo/posts/2992203967479336?__xts__%5B0%5D=68.ARBJQoVBJDqq88fyTDJDPk7W7nd-sOpFXcQHPFtmHpcK4_5VF438U7xCUlbxBLNdwLZDi6hL0USC7ALyBtqG37EzNOVszxfzlWE32CpJbA84VH5oXQt_OpKDAgPpNQ7jyDAmRhUboRAQ9S-kNvFzU82ocISDnGW4EyT_AwwsJi_jynYXDz-6D4yUQ96_8mve9pPZcdecxzenUS5e1vt7hneqFb2lHNI-a_FocOIy-zWYoiWGNFpPbWnXLZByBOhusZamCUZiHQUXHk58EA7XQ8qrYUngR_WnBvhv_Ptyr9Tkwa9it28fNVbE6Cl7UFVeM6EklkfpxDrO29ked0WOo3OYxg&__tn__=-R,"
????-?????????, ?????????-?????? ????? ????? ?????????",agree
https://www.facebook.com/DailyProthomAlo/posts/2992172434149156?__xts__%5B0%5D=68.ARDDZYn4oIcXDRvOoofbdyjlqWG0918Y7dOCOxnQuCF-RNcATq3XtrziZb_0dbmCJtiAs_LWlo7DTOkimPIOsGwXFV2_kJCwVYjZuSujOXSRzLX3a5mthHeJC4hJcGCXOVFz6E6w1XqviW5PE071WjMo-1_SW4miLfwDSFZ5Y2RUyE_7Qmd5stRe8dkNHNvevSOi_JiCJOR7sMmVRLCDRRyjtxozohxA05s6R0yRcTfZwMTYwG7tFdFu7tLhcDM9ihU6byfiZ1Ajy26Da6EAUgo_U6orcXpOyh6c1aRXjo0wGN0eSFp2lTGRGbHiBGYPGS0kYDp_N-grYVFLdbs4mGvYRg&__tn__=-R,"
?? ?? ??? ??????????? ????",Discusses
https://www.facebook.com/DailyProthomAlo/posts/2992112397488493?__xts__%5B0%5D=68.ARB2OyqtbE7UfEZu059-obrVuRirDs1z56TcVoq-CoYUxGkQ92eV_dRpBSoRl0925au8FIjchD6lmmmCFWah5ZXo-yrcC9mjybq984a4EsKy2Hn6YSKwpCHM1EO2_O3bvFP4yC_MQV7iKX6swqXgyNCgy3HehW2b013iFyCfCQgXevrGWEsRs1BVlgiHox3eACnt4u-z_XB0K-2CcgXnfcj7KwtfbQjRfuSZ5WcTtnRus9rQx0BC3R5vICD2cIAXolYYUTuTbf2sfPelNT0UP83og9-WdgcmLuIyqYkwSoznKh4_pEjB6uZqWWWtsJM8R-iiLjsq_0MfFypRK7UAeAU1Lw&__tn__=-R,"
???? ??? ????? ????? ????????",Discusses
https://www.facebook.com/DailyProthomAlo/posts/2992109990822067?__xts__%5B0%5D=68.ARBGcehakja0mLAFi9Z5p-pTWNx8QizDpD7uAIAXqsJa0kPH2HD17PRsdobqG-2DKOFUWsayIj_PIMgLTyQXQqQJnhzQ9whin8PzCgTXDioLy93TddXJdTypO3e7n_2vFR4fluJjzbbn7_RGHh0ad19-DFRJE3tcl-bC7kqwTWuSHWocyfFkd_IvCoBoLfUFoa3-jI7ghwlheQbbySzaNe5UHdatEQ9B4vdXpm2dhS2mkc-n32b33IDaz5v_O8Tw2zSz6H5_Ely0eW18L5luflIkkWWHvVA1IKvJYwc9xNg4NNApPgLjAhiXb0iC2-UDdEBtChIHH4EiIBgtzuoEqNqjBg&__tn__=-R,"
‘???? ??????, ?????? ???? ??’",agree
https://www.facebook.com/DailyProthomAlo/posts/2992091040823962?__xts__%5B0%5D=68.ARAQ5BG246CCmx6_GSWBclX51RVS1Qpw7tsnKUYlCEqApWFI6QEvbgqVzSLBf6fCnipFSezQbuspwGAELY7X8md7gkkOl0hQZNe290mtaK0_O6VIxLsthVODIfG5zjvgcXHOnvXrsnMC7Af8G8yptjo8UFpRNzEa_V2qIl_Et0zgFmdBIvcGao8iTP76HRSV5I1yHP6kx4wExt9cRvXRTm4zU9D6Jw92Ne9ovXTwZaK1nxyw_3e7uTqyilSNZf3M2wpopMe4V6lysEW2PSCs1AFSyQTTM6Tr79ISqSuhKrK_HFzCBLHIaJGw6-U6BubeCGd7jUiUv38oo7D29rK5fJivhg&__tn__=-R,??? ???? ????? ????? ?????? ?. ??? ???? ????????,agree
https://www.facebook.com/DailyProthomAlo/posts/2992063100826756?__xts__%5B0%5D=68.ARDS1iDl97Shs_40stwHBcZ3vv5DSDY_1iB5o6wn0Xkzu-lSpKuchYwsdwyADEsk1jYnoJ3pSfpfnDwEZIxCECWs0dxcfhSld9lfIL9FythU-0kI9_7KaJMdqqyZIZaKmgppjlOjoNRkGVrONGG53_N4EZjnyjcge6kM5iU2Uy_L4kyPJERS9rwxE4ECtC5xebuTNoTpk1jJhxIcIqMglVMZ5Ow_Jb1R3iOkfziIE1RcZ4J0SDAlltg1wWElHeI4nkg4-94mEG6M4MJ8wF-JAcypwoSWqza1T0wP36ybFGDoIlhK8OC2Od85lIpPH_nwxbHl0qfeD3T-WidqfUQmwvMvCQ&__tn__=-R,"
??? ‘?????? ?????’ ???? ??????",agree
